mobile_id;point_id;lat;lon;
MOB001;90;36.4724847;-6.1906545;
MOB001;91;36.4724471;-6.1906785;
MOB001;92;36.4724471;-6.1906785;
MOB001;93;36.4724471;-6.1906785;
MOB001;94;36.4724698;-6.1906822;
MOB001;95;36.4724698;-6.1906822;
MOB001;96;36.4724698;-6.1906822;
MOB001;97;36.4724694;-6.1906897;
MOB001;98;36.4724694;-6.1906897;
MOB001;99;36.4724711;-6.1906834;
MOB001;100;36.4724711;-6.1906834;
MOB001;101;36.472471;-6.1906904;
MOB001;102;36.472471;-6.1906904;
MOB001;103;36.472471;-6.1906904;
MOB001;104;36.4724983;-6.1906569;
MOB001;105;36.4724983;-6.1906569;
MOB001;106;36.4724983;-6.1906569;
MOB001;107;36.4724865;-6.1906547;
MOB001;108;36.4724865;-6.1906547;
MOB001;109;36.472465;-6.1906486;
MOB001;110;36.472465;-6.1906486;
MOB001;111;36.4724805;-6.1906581;
MOB001;112;36.4724752;-6.1906751;
MOB001;113;36.4724752;-6.1906751;
MOB001;114;36.4724752;-6.1906751;
MOB001;115;36.4724196;-6.1906804;
MOB001;116;36.4724196;-6.1906804;
MOB001;117;36.4724196;-6.1906804;
MOB001;118;36.4724245;-6.190671;
MOB001;119;36.4724245;-6.190671;
MOB001;120;36.4724245;-6.190671;
MOB001;121;36.4724576;-6.190665;
MOB001;122;36.4724576;-6.190665;
MOB001;123;36.4724576;-6.190665;
MOB001;124;36.4724685;-6.1906743;
MOB001;125;36.4724685;-6.1906743;
MOB001;126;36.4724685;-6.1906743;
MOB001;127;36.4724392;-6.1906959;
MOB001;128;36.4724392;-6.1906959;
MOB001;129;36.4724392;-6.1906959;
MOB001;130;36.4724392;-6.1906959;
MOB001;131;36.4724792;-6.1906594;
MOB001;132;36.4724792;-6.1906594;
MOB001;133;36.4724792;-6.1906594;
MOB001;134;36.4724869;-6.1906663;
MOB001;135;36.4724869;-6.1906663;
MOB001;136;36.4724869;-6.1906663;
MOB001;137;36.4724829;-6.1906847;
MOB001;138;36.4724829;-6.1906847;
MOB001;139;36.4724765;-6.19069;
MOB001;140;36.4724886;-6.1906619;
MOB001;141;36.4724886;-6.1906619;
MOB001;142;36.4725037;-6.1906632;
MOB001;143;36.4725037;-6.1906632;
MOB001;144;36.4725037;-6.1906632;
MOB001;145;36.4724448;-6.1906966;
MOB001;146;36.4724448;-6.1906966;
MOB001;147;36.4724448;-6.1906966;
MOB001;148;36.4724449;-6.1907017;
MOB001;149;36.4724449;-6.1907017;
MOB001;150;36.4724449;-6.1907017;
MOB001;151;36.472443;-6.1906829;
MOB001;152;36.472443;-6.1906829;
MOB001;153;36.472443;-6.1906829;
MOB001;154;36.4724242;-6.1906793;
MOB001;155;36.4724242;-6.1906793;
MOB001;156;36.4724242;-6.1906793;
MOB001;157;36.4724399;-6.1906836;
MOB001;158;36.4724399;-6.1906836;
MOB001;159;36.4724399;-6.1906836;
MOB001;160;36.4724207;-6.1906746;
MOB001;161;36.4724207;-6.1906746;
MOB001;162;36.4724207;-6.1906746;
MOB001;163;36.4724319;-6.1906828;
MOB001;164;36.4724319;-6.1906828;
MOB001;165;36.4724319;-6.1906828;
MOB001;166;36.4724579;-6.1906816;
MOB001;167;36.4724579;-6.1906816;
MOB001;168;36.4724579;-6.1906816;
MOB001;169;36.4724716;-6.1906759;
MOB001;170;36.4724716;-6.1906759;
MOB001;171;36.4724716;-6.1906759;
MOB001;172;36.4724523;-6.1906661;
MOB001;173;36.4724523;-6.1906661;
MOB001;174;36.4724523;-6.1906661;
MOB001;175;36.4724607;-6.1906766;
MOB001;176;36.4724607;-6.1906766;
MOB001;177;36.4724607;-6.1906766;
MOB001;178;36.4724935;-6.190651;
MOB001;179;36.4724935;-6.190651;
MOB001;180;36.4724935;-6.190651;
MOB001;181;36.4725178;-6.1906472;
MOB001;182;36.4724902;-6.1906586;
MOB001;183;36.4724989;-6.190654;
MOB001;184;36.4724989;-6.190654;
MOB001;185;36.4724782;-6.1906528;
MOB001;186;36.4724782;-6.1906528;
MOB001;187;36.4724782;-6.1906528;
MOB001;188;36.4724651;-6.1906662;
MOB001;189;36.4724651;-6.1906662;
MOB001;190;36.4724651;-6.1906662;
MOB001;191;36.4724659;-6.1906695;
MOB001;192;36.4724659;-6.1906695;
MOB001;193;36.4724886;-6.1906644;
MOB001;194;36.4725019;-6.1906587;
MOB001;195;36.4725019;-6.1906587;
MOB001;196;36.4725019;-6.1906587;
MOB001;197;36.4724877;-6.1906851;
MOB001;198;36.4725004;-6.1906551;
MOB001;199;36.4724734;-6.1906634;
MOB001;200;36.4724778;-6.1906329;
MOB001;201;36.4724754;-6.1906433;
MOB001;202;36.4724754;-6.1906433;
MOB001;203;36.4724842;-6.1906612;
MOB001;204;36.4724837;-6.1906687;
MOB001;205;36.4724875;-6.1906489;
MOB001;206;36.4724878;-6.1906611;
MOB001;207;36.4724878;-6.1906611;
MOB001;208;36.4724691;-6.1906689;
MOB001;209;36.4724691;-6.1906689;
MOB001;210;36.4724691;-6.1906689;
MOB001;211;36.4724372;-6.1906641;
MOB001;212;36.4724372;-6.1906641;
MOB001;213;36.4724372;-6.1906641;
MOB001;214;36.4724384;-6.1906769;
MOB001;215;36.4724384;-6.1906769;
MOB001;216;36.4724384;-6.1906769;
MOB001;217;36.4724634;-6.190679;
MOB001;218;36.4724634;-6.190679;
MOB001;219;36.4724576;-6.1906681;
MOB001;220;36.4724576;-6.1906681;
MOB001;221;36.4725342;-6.1907384;
MOB001;222;36.4725342;-6.1907384;
MOB001;223;36.4725342;-6.1907384;
MOB001;224;36.4725006;-6.1907448;
MOB001;225;36.4725006;-6.1907448;
MOB001;226;36.4725006;-6.1907448;
MOB001;227;36.4725044;-6.1907474;
MOB001;228;36.4725044;-6.1907474;
MOB001;229;36.4725044;-6.1907474;
MOB001;230;36.4724601;-6.1906747;
MOB001;231;36.4724601;-6.1906747;
MOB001;232;36.4725107;-6.1907237;
MOB001;233;36.4725107;-6.1907237;
MOB001;234;36.4725107;-6.1907237;
MOB001;235;36.4724931;-6.1907262;
MOB001;236;36.4724931;-6.1907262;
MOB001;237;36.4724931;-6.1907262;
MOB001;238;36.4724827;-6.1906891;
MOB001;239;36.4724827;-6.1906891;
MOB001;240;36.4724827;-6.1906891;
MOB001;241;36.4724805;-6.1906822;
MOB001;242;36.4724805;-6.1906822;
MOB001;243;36.4724952;-6.1906849;
MOB001;244;36.4724874;-6.1907301;
MOB001;245;36.472487;-6.1907153;
MOB001;246;36.472487;-6.1907153;
MOB001;247;36.472487;-6.1907153;
MOB001;248;36.4725067;-6.190688;
MOB001;249;36.4725074;-6.190701;
MOB001;250;36.4724882;-6.1907009;
MOB001;251;36.4724962;-6.1907052;
MOB001;252;36.4724966;-6.1907549;
MOB001;253;36.4724966;-6.1907549;
MOB001;254;36.4724966;-6.1907549;
MOB001;255;36.4724966;-6.1907549;
MOB001;256;36.4725094;-6.1907063;
MOB001;257;36.4725094;-6.1907063;
MOB001;258;36.4725094;-6.1907063;
MOB001;259;36.4725025;-6.190687;
MOB001;260;36.4725025;-6.190687;
MOB001;261;36.4725025;-6.190687;
MOB001;262;36.4725122;-6.1906525;
MOB001;263;36.4725031;-6.1906639;
MOB001;264;36.4724688;-6.1907208;
MOB001;265;36.4725092;-6.1907125;
MOB001;266;36.4724941;-6.1907254;
MOB001;267;36.4725098;-6.1906847;
MOB001;268;36.4724831;-6.19074;
MOB001;269;36.4725071;-6.1907085;
MOB001;270;36.472502;-6.1907085;
MOB001;271;36.4725139;-6.1907097;
MOB001;272;36.4725139;-6.1907097;
MOB001;273;36.4725139;-6.1907097;
MOB001;274;36.47252;-6.1907176;
MOB001;275;36.47252;-6.1907176;
MOB001;276;36.47252;-6.1907176;
MOB001;277;36.4725031;-6.1907211;
MOB001;278;36.4725031;-6.1907211;
MOB001;279;36.4725031;-6.1907211;
MOB001;280;36.4725122;-6.1907092;
MOB001;281;36.4724791;-6.1907393;
MOB001;282;36.4724949;-6.1907097;
MOB001;283;36.4724949;-6.1907097;
MOB001;284;36.4724813;-6.1906994;
MOB001;285;36.4724813;-6.1906994;
MOB001;286;36.4724866;-6.1907052;
MOB001;287;36.4724866;-6.1907052;
MOB001;288;36.4724908;-6.1906931;
MOB001;289;36.4724776;-6.1906904;
MOB001;290;36.4725081;-6.1906848;
MOB001;291;36.4725134;-6.1906934;
MOB001;292;36.4724977;-6.190688;
MOB001;293;36.4724941;-6.1906967;
MOB001;294;36.4725204;-6.1907278;
MOB001;295;36.4725205;-6.1907169;
MOB001;296;36.4725205;-6.1907169;
MOB001;297;36.472494;-6.1906852;
MOB001;298;36.4725035;-6.1907086;
MOB001;299;36.4725013;-6.1907575;
MOB001;300;36.4725333333;-6.19101;
MOB001;301;36.4725333333;-6.19101;
MOB001;302;36.4725333333;-6.19101;
MOB001;303;36.4725333333;-6.19101;LAST
